"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample"
"CP2437",100.042,100.042,100.042,814,790,836,239168.08584705,55717.7409159516,9854.4585169293,0,1
"CP0695",100.042,100.042,100.042,161,136,183,282582.187452354,75688.6097296084,9976.4398811385,0,1
"CP0697",100.042,100.042,100.042,345,325,364,202632.804801688,38931.6800469463,9838.28646829352,0,1
"CP0698",100.042,100.042,100.042,17,1,19,112816.851539537,23117.6514136806,8137.313562911,0,1
"CP2436",100.042,100.042,100.042,686,661,708,282582.187452354,75688.6097296084,9976.4398811385,0,1
"CP2438",100.042,100.042,100.042,870,850,889,202632.804801688,38931.6800469463,9838.28646829352,0,1
"CP2190",100.042,100.042,100.042,500,476,525,20116826.3200433,19870300.9469525,1005222.73606439,111,1
"CP2160",100.043,100.043,100.043,501,479,523,19971181.979371,19766580.5624315,1022955.56516654,285,1
"CP2439",100.044,100.044,100.044,500,478,523,20387759.6568302,20170103.9858182,1041452.62929326,379,1
"CP1223",100.044,100.044,100.044,304.910906541976,171,421,168556.623288896,168525.623288896,9928.12168551609,9927,1
"CP1224",100.044,100.044,100.044,5,1,10,46869.5701821707,46859.5701821707,9990.9361731261,9990,1
"CP1225",100.044,100.044,100.044,110,94,119,124928.432621527,124902.432621527,9455.94935677946,9455,1
"CP1226",100.044,100.044,100.044,59,33,60,139334.094321821,139306.094321821,9675.90911313891,9508,1
"CP1227",100.044,100.044,100.044,125,124,130,44384.2801195569,44377.2801195569,9371.96420505643,9668,1
"CP1228",100.044,100.044,100.044,161,160,162,11268.3536065742,11265.3536065742,5900.91751189902,9668,1
"CP2440",100.044,100.044,100.044,819,803,833,168556.623288896,49444.4793190654,9928.12168551609,2,1
"CP2441",100.044,100.044,100.044,978,964,992,139951.655035838,35180.250303924,9945.96814038232,2,1
"CP2443",100.045,100.045,100.045,605,603,654,250528.754903935,71995.5035768894,9697.08909280598,2,1
"CP2442",100.045,100.045,100.045,501,478,523,21084362.5738415,20876093.2552878,1036975.67272659,342,1
"CP2444",100.045,100.045,100.045,811,794,832,213415.158006828,74263.6491046218,9819.25133848563,2,1
"CP2445",100.045,100.045,100.045,999,984,1000,103721.192695666,38790.7948315755,9681.27050204203,2,1
"CP0037",100.046,100.046,100.046,251.108267876721,220,298,284954.295563512,284902.295563512,9984.68318255618,9984,1
"CP0038",100.046,100.046,100.046,422.164827400158,382,473,159044.126402587,159012.126402587,9859.77282049134,9793,1
"CP0039",100.046,100.046,100.046,88,66,108,226309.662179556,226266.662179556,9830.04523906857,9829,1
"CP0040",100.046,100.046,100.046,343,337,342,29489.2161921598,29483.2161921598,8629.78801364079,9795,1
"CP0041",100.046,100.046,100.046,137,136,139,30110.4381098412,30106.4381098412,9320.3792674467,9667,1
"CP0042",100.046,100.046,100.046,187,170,201,158304.20057755,158272.20057755,9771.80026005954,9429,1
"CP0043",100.046,100.046,100.046,360,359,361,18245.6803414971,18242.6803414971,9397.95001642779,9977,1
"CP0044",100.046,100.046,100.046,49,36,65,132167.217812967,132137.217812967,9963.7834331952,9963,1
"CP0045",100.046,100.046,100.046,10,7,56,262080.076050479,262030.076050479,9963.7834331952,9594,1
"CP0046",100.046,100.046,100.046,324,300,325,139600.852525327,139574.852525327,9697.01873371378,9769,1
"CP0047",100.046,100.046,100.046,158,145,170,141573.904794641,141547.904794641,9771.80026005954,9667,1
"CP2161",100.046,100.046,100.046,500,478,523,20242811.1424834,19999217.8093943,1006526.57874417,352,1
"CP2446",100.046,100.046,100.046,776.108267876721,745,823,284954.295563512,192634.926778264,9984.68318255618,3,1
"CP2447",100.046,100.046,100.046,945.419581747237,907,999,232399.609237909,160563.098127022,9859.77282049134,3,1
"CP2448",100.046,100.046,100.046,573.736494153946,526,633,226309.662179556,147187.539769802,9963.7834331952,3,1
"CP2449",100.046,100.046,100.046,849,825,850,139600.852525327,92956.881346181,9697.01873371378,3,1
"CP2162",100.047,100.047,100.047,500,478,523,21084423.0049088,20853470.0899976,1060377.9860149,384,1
"CP2130",100.048,100.048,100.048,501,479,520,19952452.7958368,19735613.122496,1073887.64184068,157,1
"CP0048",100.049,100.049,100.049,246,207,282,388868.241207674,94541.9290227786,9996.45072733983,0,1
"CP2452",100.049,100.049,100.049,771,732,807,388868.241207674,388792.241207674,9996.45072733983,9995,1
"CP0049",100.049,100.049,100.049,301,281,315,173324.775299989,34452.9529910328,9733.03877050057,0,1
"CP2213",100.049,100.049,100.049,500,478,523,19912549.258395,19677643.1600192,985560.059211798,349,1
"CP2450",100.049,100.049,100.049,676.260787361043,646,701,156676.398790441,156646.398790441,9804.5841534622,9804,1
"CP2451",100.049,100.049,100.049,627,612,648,188706.868023146,188669.868023146,9607.04221390188,9606,1
"CP2453",100.049,100.049,100.049,941,939,942,20283.7966522202,20279.7966522202,7113.58333937824,9969,1
"CP2454",100.049,100.049,100.049,826,806,840,173324.775299989,173289.775299989,9733.03877050057,9732,1
"CP2455",100.049,100.049,100.049,857,840,875,191186.613414902,191150.613414902,9908.65432890132,9908,1
"CP2456",100.049,100.049,100.049,912,903,926,122340.099248104,122316.099248104,9562.37051868811,9561,1
"CP2457",100.049,100.049,100.049,592,526,594,344894.182763528,344825.182763528,9675.32202834263,9387,1
"CP2458",100.049,100.049,100.049,986,985,999,87025.8453930728,87010.8453930728,9293.42780495062,9492,1
"CP2459",100.049,100.049,100.049,891,889,904,78711.5994049236,78695.5994049236,9888.29313078895,9887,1
"CP2081",100.05,100.05,100.05,501,479,523,20365580.3984279,20160046.6901591,1044799.84211815,374,1
"CP0986",100.05,100.05,100.05,61,58,62,29494.3769415841,29489.3769415841,9198.18785972893,9964,1
"CP0987",100.05,100.05,100.05,139,121,156,189115.611249581,189079.611249581,9937.02611420304,9936,1
"CP0989",100.05,100.05,100.05,274,241,308,320992.735286709,320924.735286709,9779.82561104,9779,1
"CP0993",100.05,100.05,100.05,356,342,367,119078.347641043,119052.347641043,9919.89424452186,9919,1
"CP0995",100.05,100.05,100.05,215,214,216,16208.5545621812,16205.5545621812,7896.25461678952,9038,1
"CP0996",100.05,100.05,100.05,2,2,12,39545.2001830563,39534.2001830563,9552.98776505515,9552,1
"CP0998",100.05,100.05,100.05,230,229,248,86593.5187414289,86573.5187414289,9921.60406894982,9921,1
"CP2460",100.05,100.05,100.05,664,646,681,189115.611249581,48370.8681377627,9937.02611420304,0,1
"CP2461",100.05,100.05,100.05,799,766,833,320992.735286709,81244.7027916016,9779.82561104,0,1
"CP0988",100.05,100.05,100.05,193,189,201,67678.963302169,67665.963302169,9785.011340864,9784,1
"CP0990",100.05,100.05,100.05,324,303,342,174293.434957508,174253.434957508,9275.81957075745,9275,1
"CP0991",100.05,100.05,100.05,171,156,185,140005.236659199,139975.236659199,9581.6370495595,9535,1
"CP0992",100.05,100.05,100.05,29,22,37,72011.0851759091,71995.0851759091,9474.84930977225,9474,1
"CP0994",100.05,100.05,100.05,377,375,379,23517.4175817519,23512.4175817519,9688.69765521958,9688,1
"CP0997",100.05,100.05,100.05,413,412,470,282765.985084698,282706.985084698,9916.77721496671,9091,1
"CP2229",100.051,100.051,100.051,500,478,523,20853039.9569912,20653283.070626,1028034.92376038,367,1
"CP2163",100.052,100.052,100.052,500,478,523,20405984.4870435,20206302.3718195,1071641.10699532,378,1
"CP1993",100.053,100.053,100.053,501,479,523,20167888.9648286,19951691.5297904,1105478.56324179,255,1
"CP2164",100.054,100.054,100.054,501,478,523,20731429.7494543,20510156.6082903,1037810.12004276,365,1
"CP0050",100.054,100.054,100.054,238,237,239,22340.6503978185,6427.03882600117,8919.00378046557,0,1
"CP0051",100.054,100.054,100.054,308,295,324,157903.201477602,36763.2724239767,9872.87889001891,0,1
"CP2462",100.054,100.054,100.054,763,762,764,22340.6503978185,8014.70914040692,8919.00378046557,1,1
"CP2463",100.054,100.054,100.054,833,820,849,157903.201477602,45230.8474341407,9872.87889001891,1,1
"CP2469",100.055,100.055,100.055,660,659,675,98179.1158113629,98162.1158113629,9925.94525916502,9730,1
"CP0052",100.055,100.055,100.055,428,392,469,417705.588240642,106628.865835443,9973.1313996017,1,1
"CP0053",100.055,100.055,100.055,60,31,63,176082.094605081,40608.3998239123,9991.93096999079,1,1
"CP2214",100.055,100.055,100.055,500,478,523,21012566.6713075,20805106.5029649,1032739.50075285,358,1
"CP2465",100.055,100.055,100.055,608.561023674598,571,639,221516.320256051,221477.320256051,9991.93096999079,9991,1
"CP2466",100.055,100.055,100.055,708.51806016301,677,742,199459.135211073,199421.135211073,9881.21780799702,9880,1
"CP2467",100.055,100.055,100.055,804,789,817,150033.03714795,150004.03714795,9579.63433582336,9478,1
"CP2468",100.055,100.055,100.055,758,742,769,126374.437669292,126346.437669292,9975.88876634836,9975,1
"CP2470",100.055,100.055,100.055,886,885,887,12788.0845684558,12785.0845684558,9017.26053329185,9504,1
"CP2471",100.055,100.055,100.055,900,898,922,113399.120988324,113374.120988324,8391.57921029255,9504,1
"CP2472",100.055,100.055,100.055,560,524,571,256133.799866314,256086.799866314,28165.8868994631,9592,1
"CP2464",100.055,100.055,100.055,962.564588325861,922,999,239099.03916996,239057.03916996,9973.1313996017,9972,1
"CP2473",100.055,100.055,100.055,828,827,848,86952.6821910404,86930.6821910404,9781.44673630595,9780,1
"CP0054",100.056,100.056,100.056,309.295993882651,181,414,208329.097074457,194524.832217721,9980.99866323173,20,1
"CP0055",100.056,100.056,100.056,33.5731732186453,8,51,79226.9831616431,74929.4498679228,9840.55252745748,20,1
"CP0056",100.056,100.056,100.056,108,88,124,149803.053236101,137594.393440522,9534.53942202032,19,1
"CP0057",100.056,100.056,100.056,133,123,145,115435.176135506,107915.247762576,9534.87496124581,19,1
"CP0058",100.056,100.056,100.056,152,89,155,322602.325882763,300516.912007006,9534.87496124581,20,1
"CP0059",100.056,100.056,100.056,431,414,478,364736.846511598,343188.725759621,62327.4894697109,18,1
"CP2191",100.056,100.056,100.056,500,478,522,20354791.1935204,20164088.5344509,1031871.61569547,370,1
"CP2475",100.056,100.056,100.056,575,559,613,276865.106234327,276810.106234327,9872.61817092076,9872,1
"CP2476",100.056,100.056,100.056,633,613,649,149803.053236101,149766.053236101,9534.53942202032,9534,1
"CP2477",100.056,100.056,100.056,658,648,670,115435.176135506,115412.176135506,9534.87496124581,9534,1
"CP2478",100.056,100.056,100.056,677,612,680,328366.90700613,328297.90700613,9534.87496124581,9951,1
"CP2474",100.056,100.056,100.056,867.97608544789,706,1000,206523.304427974,206486.304427974,9980.99866323173,9980,1
"CP2215",100.057,100.057,100.057,500,479,523,20169293.5489851,19963346.4661813,1008954.29476617,199,1
"CP2165",100.058,100.058,100.058,500,478,523,20883215.4321392,20671745.6849752,1080490.31326696,373,1
"CP2166",100.059,100.059,100.059,501,478,524,20839613.7829675,20600751.8712268,1025301.74992585,345,1
"CP2167",100.06,100.06,100.06,373.120342886327,293,473,354254.525362048,104649.856554921,9837.5807213597,2,1
"CP2169",100.06,100.06,100.06,501,478,523,21011125.2648083,20815482.585455,1138984.69908388,402,1
"CP2170",100.06,100.06,100.06,293,278,294,62119.4530557841,17261.8763181103,9208.7587271817,2,1
"CP2479",100.06,100.06,100.06,955.596912879607,888,999,344631.693034898,342917.345899623,9837.5807213597,280,1
"CP2480",100.06,100.06,100.06,810.067047665315,781,895,354254.525362048,352397.3159655,9599.77379534394,284,1
"CP2482",100.06,100.06,100.06,749,736,757,115655.517287087,115131.688995752,9217.11173141375,273,1
"CP2483",100.06,100.06,100.06,611,538,612,365649.245139211,363863.466873299,9759.32238856331,290,1
"CP2168",100.06,100.06,100.06,168,157,192,185342.622874305,60179.5781361036,9952.38917414099,2,1
"CP2481",100.06,100.06,100.06,693,682,717,185342.622874305,184485.449306667,9952.38917414099,295,1
"CP2131",100.061,100.061,100.061,500,475,526,20966934.4626023,20726751.3597596,1021276.54043502,293,1
"CP2082",100.062,100.062,100.062,501,478,523,20371601.0222706,20142828.6460295,1058700.39415743,328,1
"CP1233",100.063,100.063,100.063,317,304,327,134794.604952913,134770.604952913,9882.52048846334,9882,1
"CP1235",100.063,100.063,100.063,4,4,5,11214.5410967059,11212.5410967059,7494.14175981656,9294,1
"CP2489",100.063,100.063,100.063,842,829,852,134794.604952913,134770.604952913,9882.52048846334,9882,1
"CP1229",100.063,100.063,100.063,262,248,282,186644.105501473,186609.105501473,9775.97423829138,9775,1
"CP1230",100.063,100.063,100.063,62,40,74,176483.816998079,176448.816998079,9926.00572295487,9925,1
"CP1231",100.063,100.063,100.063,165,164,188,127311.311827507,127286.311827507,9938.36423382163,9937,1
"CP1232",100.063,100.063,100.063,421,409,436,133183.555402793,133155.555402793,8877.91432440281,8877,1
"CP1234",100.063,100.063,100.063,401,401,409,43716.7643685825,43707.7643685825,9983.81439596415,9983,1
"CP1236",100.063,100.063,100.063,110,92,112,125637.222307269,125616.222307269,9954.73913382739,9954,1
"CP1237",100.063,100.063,100.063,17,8,39,141605.458375998,141573.458375998,9724.09460926428,9723,1
"CP1238",100.063,100.063,100.063,370,369,383,72656.9125405513,72641.9125405513,9969.32689333335,9968,1
"CP1239",100.063,100.063,100.063,395,383,409,139581.279016566,139554.279016566,9983.81439596415,9983,1
"CP2216",100.063,100.063,100.063,500,478,523,20734069.9374018,20519525.8297299,1056782.23012374,356,1
"CP2484",100.063,100.063,100.063,787,773,807,186644.105501473,186609.105501473,9775.97423829138,9775,1
"CP2485",100.063,100.063,100.063,587,565,599,176483.816998079,176448.816998079,9926.00572295487,9925,1
"CP2486",100.063,100.063,100.063,690,689,713,127311.311827507,127286.311827507,9938.36423382163,9937,1
"CP2487",100.063,100.063,100.063,986,984,989,36462.2455975041,36456.2455975041,9194.25294734538,9766,1
"CP2488",100.063,100.063,100.063,946,934,961,133183.555402793,133155.555402793,8877.91432440281,8877,1
"CP2490",100.063,100.063,100.063,635,617,637,125637.222307269,125616.222307269,9954.73913382739,9954,1
"CP2491",100.063,100.063,100.063,895,894,908,72656.9125405513,72641.9125405513,9969.32689333335,9968,1
"CP2492",100.063,100.063,100.063,920,908,934,139581.279016566,139554.279016566,9983.81439596415,9983,1
"CP2496",100.064,100.064,100.064,971,953,986,184266.409964766,44770.7383175042,9955.29563399032,2,1
"CP2493",100.064,100.064,100.064,267,239,292,266597.436042503,57910.4838008824,9997.46039509773,2,1
"CP2494",100.064,100.064,100.064,500,478,523,20494748.9514276,20246448.9763653,1048900.55851887,377,1
"CP2495",100.064,100.064,100.064,792,764,817,266597.436042503,57910.4838008824,9997.46039509773,2,1
"CP2192",100.065,100.065,100.065,501,479,523,19951116.4850458,19688271.9918163,1029243.32327161,91,1
"CP2083",100.066,100.066,100.066,500,478,523,20003842.7708276,19789744.5229898,1016837.88299656,149,1
"CP2171",100.067,100.067,100.067,500,478,523,20061038.4529777,19853881.1214892,1080012.9393646,348,1
"CP0999",100.068,100.068,100.068,298.1565886684,253,339,215277.769151144,215234.769151144,9997.5651758723,9997,1
"CP1001",100.068,100.068,100.068,366.162317999479,339,396,178155.664301012,178124.664301012,9811.66152749211,9749,1
"CP1002",100.068,100.068,100.068,411,396,429,168233.820123132,168199.820123132,9996.05843797326,9995,1
"CP1003",100.068,100.068,100.068,207,195,220,125559.025313705,125533.025313705,9927.1037732251,9926,1
"CP1004",100.068,100.068,100.068,5,4,12,51546.2039760314,51537.2039760314,9732.99629520625,9732,1
"CP1005",100.068,100.068,100.068,152,136,161,117663.143333048,117637.143333048,9948.98780249059,9948,1
"CP1006",100.068,100.068,100.068,183,182,186,32312.4923510477,32307.4923510477,8988.62884612754,9926,1
"CP1007",100.068,100.068,100.068,234,220,255,174184.990266804,174148.990266804,9869.65234158561,9136,1
"CP1008",100.068,100.068,100.068,442,429,478,287842.44001559,287793.44001559,27018.7466909838,9765,1
"CP2172",100.068,100.068,100.068,500,480,523,19981695.7158621,19774774.6778445,1013763.47573827,379,1
"CP2497",100.068,100.068,100.068,823.1565886684,778,864,215277.769151144,215234.769151144,9997.5651758723,9997,1
"CP2499",100.068,100.068,100.068,891.162317999479,864,921,178155.664301012,178124.664301012,9811.66152749211,9749,1
"CP2500",100.068,100.068,100.068,988,977,999,131492.787110619,131469.787110619,8848.9229278639,8848,1
"CP2501",100.068,100.068,100.068,936,921,954,168233.820123132,168199.820123132,9996.05843797326,9995,1
"CP2502",100.068,100.068,100.068,732,720,745,125559.025313705,125533.025313705,9927.1037732251,9926,1
"CP2503",100.068,100.068,100.068,708,707,711,32312.4923510477,32307.4923510477,8988.62884612754,9926,1
"CP2504",100.068,100.068,100.068,759,745,780,174184.990266804,174148.990266804,9869.65234158561,9136,1
"CP1000",100.068,100.068,100.068,92.0266322339736,49,136,203941.236024257,203908.236024257,9887.8200724721,9887,1
"CP2498",100.068,100.068,100.068,631.075686110762,545,686,571626.842224505,571513.842224505,9948.98780249059,9948,1
"CP2255",100.069,100.069,100.069,501,479,523,20331382.6045271,20131271.5229796,1085360.73620406,422,1
"CP0065",100.07,100.07,100.07,256,254,258,25416.0117194988,25411.0117194988,7818.32195585594,9966,1
"CP2510",100.07,100.07,100.07,781,779,783,25416.0117194988,25411.0117194988,7818.32195585594,9966,1
"CP0060",100.07,100.07,100.07,114.290279041701,35,207,169458.782863803,169424.782863803,9649.26982531324,9648,1
"CP0061",100.07,100.07,100.07,409.315974017782,367,475,244444.884131663,244401.884131663,9881.48458302021,9698,1
"CP0062",100.07,100.07,100.07,327.149152980072,295,364,210103.698493913,210064.698493913,9923.19489596412,9922,1
"CP0063",100.07,100.07,100.07,282,271,295,131400.21127183,131375.21127183,9252.01903795823,9251,1
"CP0064",100.07,100.07,100.07,18,14,65,214133.75724107,214081.75724107,9457.39426417276,9346,1
"CP2230",100.07,100.07,100.07,501,478,523,20844724.9252556,20638936.3197149,1063092.32338801,372,1
"CP2505",100.07,100.07,100.07,661.917079830698,590,732,169458.782863803,169424.782863803,9649.26982531324,9648,1
